ITEM,CORTE,ACTO PROCESAL,DELITO,ARTICULO,AÑO,CANTIDAD
195,CSJ LA LIBERTAD,SENTENCIA CONFIRMADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,4
196,CSJ LA LIBERTAD,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,6
197,CSJ LA LIBERTAD,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2020,7
198,CSJ LA LIBERTAD,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,167
199,CSJ LA LIBERTAD,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,192
200,CSJ LA LIBERTAD,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,4
201,CSJ LA LIBERTAD,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,6
202,CSJ LA LIBERTAD,SENTENCIA INFUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2020,4
203,CSJ LA LIBERTAD,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,6
204,CSJ LA LIBERTAD,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2021,5
205,CSJ LA LIBERTAD,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,195
206,CSJ LA LIBERTAD,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,32
207,CSJ LA LIBERTAD,SENTENCIA INFUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2021,10
208,CSJ LA LIBERTAD,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,42
209,CSJ LA LIBERTAD,SENTENCIA REVOCADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,4
210,CSJ LA LIBERTAD,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,24
ITEM,CORTE,ACTO PROCESAL,DELITO,ARTICULO,AÑO,CANTIDAD
211,CSJ LA LIBERTAD,SENTENCIA INFUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,34
212,CSJ LA LIBERTAD,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2021,29
213,CSJ LA LIBERTAD,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,22
214,CSJ LA LIBERTAD,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,168
215,CSJ LA LIBERTAD,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,208
216,CSJ LA LIBERTAD,SENTENCIA INFUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,14
217,CSJ LA LIBERTAD,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2022,90
218,CSJ LA LIBERTAD,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,4
219,CSJ LA LIBERTAD,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2022,8
220,CSJ LA LIBERTAD,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2022,21
221,CSJ LA LIBERTAD,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,291
222,CSJ LA LIBERTAD,SENTENCIA INFUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2022,20
223,CSJ LA LIBERTAD,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2022,24
224,CSJ LA LIBERTAD,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,189
225,CSJ LA LIBERTAD,SENTENCIA CONFIRMADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,5
226,CSJ LA LIBERTAD,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2022,28
227,CSJ LA LIBERTAD,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,181
228,CSJ LA LIBERTAD,SENTENCIA REVOCADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,2
229,CSJ LA LIBERTAD,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2022,18
230,CSJ LA LIBERTAD,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,2
231,CSJ LA LIBERTAD,SENTENCIA INFUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,18
232,CSJ LA LIBERTAD - ASCOPE,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,2
233,CSJ LA LIBERTAD - CHEPEN,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,24
234,"CSJ LA LIBERTAD -HUAMACHUCO",SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,2
235,"CSJ LA LIBERTAD -HUAMACHUCO",SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2020,1
236,CSJ LA LIBERTAD - OTUZCO,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2020,12
237,CSJ LA LIBERTAD - PAIJAN,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,12
238,CSJ LA LIBERTAD - PAIJAN,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,12
239,CSJ LA LIBERTAD - SAN PEDRO,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,29
240,CSJ LA LIBERTAD - SAN PEDRO,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,12
ITEM,CORTE,ACTO PROCESAL,DELITO,ARTICULO,AÑO,CANTIDAD
241,CSJ LAMBAYEQUE,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2020,2
242,CSJ LAMBAYEQUE,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2020,2
243,CSJ LAMBAYEQUE,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,64
244,CSJ LAMBAYEQUE,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,5
245,CSJ LAMBAYEQUE,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,1
246,CSJ LAMBAYEQUE,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,12
247,CSJ LAMBAYEQUE,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,2
248,CSJ LAMBAYEQUE,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,26
249,CSJ LAMBAYEQUE,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,50
250,CSJ LAMBAYEQUE,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,20
251,CSJ LAMBAYEQUE,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2021,3
252,CSJ LAMBAYEQUE,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,26
253,CSJ LAMBAYEQUE,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,3
254,CSJ LAMBAYEQUE,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2021,4
255,CSJ LAMBAYEQUE,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,6
256,CSJ LAMBAYEQUE,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,54
257,CSJ LAMBAYEQUE,SENTENCIA CONFIRMADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,3
258,CSJ LAMBAYEQUE,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2022,2
259,CSJ LAMBAYEQUE,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,11
260,CSJ LAMBAYEQUE,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2022,10
261,CSJ LAMBAYEQUE,SENTENCIA IMPROCENTE,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,2
262,CSJ LAMBAYEQUE,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,23
263,CSJ LIMA - ANTICORRUPCION,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2022,7
264,CSJ LIMA - ANTICORRUPCION,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,14
265,CSJ LIMA - ANTICORRUPCION,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,32
266,CSJ LIMA - Penal,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2020,12
267,CSJ LIMA - Penal,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2020,8
268,CSJ LIMA - Penal,SENTENCIA REVOCADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,19
269,CSJ LIMA - Penal,SENTENCIA IMPROCENTE,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,25
270,CSJ LIMA - Penal,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,19
ITEM,CORTE,ACTO PROCESAL,DELITO,ARTICULO,AÑO,CANTIDAD
271,CSJ LIMA - Penal,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,80
272,CSJ LIMA - Penal,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,2
273,CSJ LIMA - Penal,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,1
274,CSJ LIMA - Penal,SENTENCIA CONFIRMADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,1
275,CSJ LIMA - Penal,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,11
276,CSJ LIMA - Penal,SENTENCIA REVOCADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2020,3
277,CSJ LIMA - Penal,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2020,12
278,CSJ LIMA - Penal,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,4
279,CSJ LIMA - Penal,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,16
280,CSJ LIMA - Penal,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2021,6
281,CSJ LIMA - Penal,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,20
282,CSJ LIMA - Penal,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,48
283,CSJ LIMA - Penal,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,6
284,CSJ LIMA - Penal,SENTENCIA IMPROCENTE,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,15
285,CSJ LIMA - Penal,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,2
286,CSJ LIMA - Penal,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,6
287,CSJ LIMA - Penal,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,19
288,CSJ LIMA - Penal,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2022,5
289,CSJ LIMA - Penal,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,51
290,CSJ LIMA - Penal,SENTENCIA CONFIRMADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,2
291,CSJ LIMA - Penal,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,3
292,CSJ LIMA - Penal,SENTENCIA IMPROCENTE,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,9
293,CSJ LIMA - Penal,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,2
294,CSJ LIMA - Penal,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2022,12
295,CSJ LIMA - Penal,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,6
296,CSJ Lima Este,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,8
297,CSJ Lima Este,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,19
298,CSJ Lima Este,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,25
299,CSJ Lima Este,SENTENCIA INFUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,15
300,CSJ Lima Este,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,7
ITEM,CORTE,ACTO PROCESAL,DELITO,ARTICULO,AÑO,CANTIDAD
301,CSJ Lima Este,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,3
302,CSJ Lima Este,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2020,2
303,CSJ Lima Este,SENTENCIA REVOCADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,2
304,CSJ Lima Este,SENTENCIA IMPROCENTE,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,20
305,CSJ Lima Este,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,19
306,CSJ Lima Este,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,2
307,CSJ Lima Este,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,24
308,CSJ Lima Este,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2021,4
309,CSJ Lima Este,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,13
310,CSJ Lima Este,SENTENCIA IMPROCENTE,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,8
311,CSJ Lima Este,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,2
312,CSJ Lima Este,SENTENCIA CONFIRMADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,15
313,CSJ Lima Este,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,9
314,CSJ Lima Este,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,4
315,CSJ Lima Este,SENTENCIA IMPROCENTE,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,9
316,CSJ Lima Este,SENTENCIA INFUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2022,3
317,CSJ Lima Este,SENTENCIA REVOCADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,1
318,CSJ Lima Este,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,16
319,CSJ Lima Este,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2022,3
320,CSJ Lima Este,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2022,3
321,CSJ Lima Este,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,4
322,CSJ Lima Este,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,46
323,CSJ Lima Este,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,18
324,CSJ Lima Este,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,17
325,CSJ Lima Este,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2022,13
326,CSJ LIMA NORTE,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2020,2
327,CSJ LIMA NORTE,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,30
328,CSJ LIMA NORTE,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,23
329,CSJ LIMA NORTE,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,25
330,CSJ LIMA NORTE,SENTENCIA CONFIRMADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,1
ITEM,CORTE,ACTO PROCESAL,DELITO,ARTICULO,AÑO,CANTIDAD
331,CSJ LIMA NORTE,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,1
332,CSJ LIMA NORTE,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,27
333,CSJ LIMA NORTE,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,4
334,CSJ LIMA NORTE,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,5
335,CSJ LIMA NORTE,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,11
336,CSJ LIMA NORTE,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,61
337,CSJ LIMA NORTE,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2021,1
338,CSJ LIMA NORTE,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,8
339,CSJ LIMA NORTE,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,3
340,CSJ LIMA NORTE,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,24
341,CSJ LIMA NORTE,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,3
342,CSJ LIMA NORTE,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2022,4
343,CSJ LIMA NORTE,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,6
344,CSJ LIMA NORTE,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,78
345,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONFIRMADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,5
346,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,2
347,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2020,12
348,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONFIRMADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2020,4
349,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,12
350,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,24
351,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,12
352,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,4
353,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,7
354,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,3
355,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,2
356,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,2
357,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,27
358,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONFIRMADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,1
359,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2022,1
360,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,7
ITEM,CORTE,ACTO PROCESAL,DELITO,ARTICULO,AÑO,CANTIDAD
361,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2022,6
362,CSJ LORETO,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,24
363,CSJ LORETO,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,3
364,CSJ LORETO,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,6
365,CSJ LORETO,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,7
366,CSJ LORETO,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,3
367,CSJ LORETO,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,4
368,CSJ LORETO,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,5
369,CSJ LORETO,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,6
370,CSJ LORETO,SENTENCIA INFUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,3
371,CSJ LORETO,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,12
372,CSJ LORETO - DATEM,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,2
373,CSJ LORETO - DATEM,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,1
374,CSJ LORETO - REQUENA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,2
375,CSJ MADRE DE DIOS,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,1
376,CSJ MADRE DE DIOS,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,3
377,CSJ MADRE DE DIOS,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,14
378,CSJ MADRE DE DIOS,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,1
379,CSJ MADRE DE DIOS,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,21
380,CSJ MADRE DE DIOS,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,3
381,CSJ MADRE DE DIOS,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,6
382,CSJ MADRE DE DIOS,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2022,1
383,CSJ MADRE DE DIOS,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,5
384,CSJ MOQUEGUA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2022,2
